Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment_RuleBased,Cluster,Segment
11037,23,28,330.6,4,1,3,8,413,New Customers,1,At Risk
11038,16,37,537.41,5,4,5,14,545,Champions,3,Champions
11039,43,31,270.40000000000003,2,2,2,6,222,Lost,1,At Risk
11040,48,29,368.73,2,2,3,7,223,Hibernating,1,At Risk
11041,86,28,246.49,1,1,1,3,111,Lost,2,Lost
11042,39,35,509.01,3,4,5,12,345,Loyal Customers,3,Champions
11043,78,35,365.84,1,4,3,8,143,At Risk,1,At Risk
11044,40,35,593.4,2,4,5,11,245,Cannot Lose Them,3,Champions
11045,27,32,448.36,4,3,4,11,434,Loyal Customers,1,At Risk
11046,81,26,271.3,1,1,2,4,112,Lost,2,Lost
11047,85,29,323.26,1,2,3,6,123,Hibernating,1,At Risk
11048,20,31,335.1,4,2,3,9,423,New Customers,0,Loyal Customers
11049,50,29,369.4,2,2,3,7,223,Hibernating,1,At Risk
11050,48,26,415.2,2,1,4,7,214,Hibernating,1,At Risk
11051,25,33,314.9,4,3,2,9,432,Potential Loyalists,1,At Risk
11052,7,32,435.65999999999997,5,3,4,12,534,Loyal Customers,0,Loyal Customers
11053,17,28,556.72,4,1,5,10,415,New Customers,0,Loyal Customers
11054,14,32,276.21,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11055,57,31,266.36,1,2,2,5,122,Lost,1,At Risk
11056,37,24,170.20999999999998,3,1,1,5,311,Promising,2,Lost
11057,11,29,327.9,5,2,3,10,523,New Customers,0,Loyal Customers
11058,77,26,313.96000000000004,1,1,2,4,112,Lost,1,At Risk
11059,4,33,275.03,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11060,6,33,298.94,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11061,17,38,343.78999999999996,4,4,3,11,443,Loyal Customers,0,Loyal Customers
11062,24,46,704.22,4,5,5,14,455,Champions,3,Champions
11063,43,48,430.4,2,5,4,11,254,Cannot Lose Them,3,Champions
11064,16,33,390.93,5,3,4,12,534,Loyal Customers,0,Loyal Customers
11065,112,25,219.0,1,1,1,3,111,Lost,2,Lost
11066,35,25,207.58,3,1,1,5,311,Promising,2,Lost
11067,7,31,213.8,5,2,1,8,521,New Customers,0,Loyal Customers
11068,86,36,260.51,1,4,2,7,142,Hibernating,1,At Risk
11069,20,37,300.01,4,4,2,10,442,Potential Loyalists,0,Loyal Customers
11070,59,31,291.62,1,2,2,5,122,Lost,1,At Risk
11071,49,42,390.1,2,5,4,11,254,Cannot Lose Them,3,Champions
11072,36,26,235.17,3,1,1,5,311,Promising,2,Lost
11073,50,43,416.95,2,5,4,11,254,Cannot Lose Them,3,Champions
11074,21,32,223.2,4,3,1,8,431,Hibernating,2,Lost
11075,118,29,300.3,1,2,2,5,122,Lost,1,At Risk
11076,50,34,400.51,2,3,4,9,234,At Risk,1,At Risk
11077,24,27,335.61,4,1,3,8,413,New Customers,1,At Risk
11078,18,40,472.05,4,5,5,14,455,Champions,3,Champions
11079,17,32,366.21,4,3,3,10,433,Loyal Customers,0,Loyal Customers
11080,32,30,422.71,3,2,4,9,324,Potential Loyalists,1,At Risk
11081,36,28,289.99,3,1,2,6,312,Promising,2,Lost
11082,31,27,248.60999999999999,3,1,1,5,311,Promising,2,Lost
11083,22,39,249.22,4,5,1,10,451,Hibernating,0,Loyal Customers
11084,113,27,326.73,1,1,3,5,113,Hibernating,1,At Risk
11085,19,41,517.24,4,5,5,14,455,Champions,3,Champions
11086,17,25,194.54999999999998,4,1,1,6,411,New Customers,2,Lost
11087,18,34,305.41,4,3,2,9,432,Potential Loyalists,0,Loyal Customers
11088,16,33,360.52,5,3,3,11,533,Loyal Customers,0,Loyal Customers
11089,26,24,302.37,4,1,2,7,412,New Customers,2,Lost
11090,52,23,164.36,2,1,1,4,211,Lost,2,Lost
11091,20,38,432.07,4,4,4,12,444,Champions,3,Champions
11092,46,28,420.72,2,1,4,7,214,Hibernating,1,At Risk
11093,5,46,503.03000000000003,5,5,5,15,555,Champions,0,Loyal Customers
11094,15,41,536.33,5,5,5,15,555,Champions,3,Champions
11095,21,26,443.19,4,1,4,9,414,New Customers,1,At Risk
11096,46,43,665.39,2,5,5,12,255,Cannot Lose Them,3,Champions
11097,50,34,346.62,2,3,3,8,233,At Risk,1,At Risk
11098,21,34,342.43,4,3,3,10,433,Loyal Customers,0,Loyal Customers
11099,57,30,509.35,1,2,5,8,125,Hibernating,1,At Risk
11100,49,36,486.99,2,4,5,11,245,Cannot Lose Them,3,Champions
11101,29,38,282.2,3,4,2,9,342,Potential Loyalists,1,At Risk
11102,49,33,366.03,2,3,3,8,233,At Risk,1,At Risk
11103,3,41,358.53000000000003,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11104,13,27,202.41,5,1,1,7,511,New Customers,2,Lost
11105,29,35,294.96,3,4,2,9,342,Potential Loyalists,1,At Risk
11106,17,39,590.06,4,5,5,14,455,Champions,3,Champions
11107,10,36,334.68,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11108,53,31,192.42,2,2,1,5,221,Lost,2,Lost
11109,53,36,504.78000000000003,2,4,5,11,245,Cannot Lose Them,3,Champions
11110,5,30,311.96000000000004,5,2,2,9,522,New Customers,0,Loyal Customers
11111,32,44,368.87,3,5,3,11,353,Loyal Customers,3,Champions
11112,15,45,451.78,5,5,4,14,554,Champions,3,Champions
11113,63,35,308.53000000000003,1,4,2,7,142,Hibernating,1,At Risk
11114,83,32,226.41,1,3,1,5,131,Hibernating,1,At Risk
11115,90,29,135.16,1,2,1,4,121,Lost,2,Lost
11116,23,36,418.2,4,4,4,12,444,Champions,3,Champions
11117,32,32,280.61,3,3,2,8,332,Potential Loyalists,1,At Risk
11118,86,27,428.3,1,1,4,6,114,Hibernating,1,At Risk
11119,23,35,403.23,4,4,4,12,444,Champions,3,Champions
11120,15,33,280.04,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11121,13,35,567.87,5,4,5,14,545,Champions,3,Champions
11122,49,37,424.79,2,4,4,10,244,Cannot Lose Them,3,Champions
11123,44,39,532.97,2,5,5,12,255,Cannot Lose Them,3,Champions
11124,25,29,374.36,4,2,3,9,423,New Customers,1,At Risk
11125,43,35,319.09,2,4,2,8,242,Hibernating,1,At Risk
11126,23,42,598.22,4,5,5,14,455,Champions,3,Champions
11127,24,30,346.3,4,2,3,9,423,New Customers,1,At Risk
11128,59,31,278.0,1,2,2,5,122,Lost,1,At Risk
11129,26,34,529.03,4,3,5,12,435,Loyal Customers,3,Champions
11130,12,38,477.96000000000004,5,4,5,14,545,Champions,0,Loyal Customers
11131,58,38,437.77,1,4,4,9,144,Cannot Lose Them,3,Champions
11132,39,38,292.12,3,4,2,9,342,Potential Loyalists,1,At Risk
11133,70,32,285.62,1,3,2,6,132,Hibernating,1,At Risk
11134,16,34,381.99,5,3,3,11,533,Loyal Customers,0,Loyal Customers
11135,59,32,291.2,1,3,2,6,132,Hibernating,1,At Risk
11136,40,45,495.79,2,5,5,12,255,Cannot Lose Them,3,Champions
11137,20,45,387.93,4,5,4,13,454,Champions,3,Champions
11138,16,37,299.31,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
11139,54,26,393.29,2,1,4,7,214,Hibernating,1,At Risk
11140,50,34,375.23,2,3,3,8,233,At Risk,1,At Risk
11141,61,39,525.62,1,5,5,11,155,Cannot Lose Them,3,Champions
11142,13,41,397.02,5,5,4,14,554,Champions,0,Loyal Customers
11143,27,45,675.39,4,5,5,14,455,Champions,3,Champions
11144,16,37,401.57,5,4,4,13,544,Champions,0,Loyal Customers
11145,46,30,363.94,2,2,3,7,223,Hibernating,1,At Risk
11146,22,38,442.81,4,4,4,12,444,Champions,3,Champions
11147,46,33,313.52,2,3,2,7,232,Hibernating,1,At Risk
11148,12,42,348.84999999999997,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11149,45,36,655.79,2,4,5,11,245,Cannot Lose Them,3,Champions
11150,17,28,382.51,4,1,3,8,413,New Customers,0,Loyal Customers
11151,10,36,358.83000000000004,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11152,18,41,580.73,4,5,5,14,455,Champions,3,Champions
11153,60,42,642.58,1,5,5,11,155,Cannot Lose Them,3,Champions
11154,45,46,347.26,2,5,3,10,253,At Risk,3,Champions
11155,94,34,547.08,1,3,5,9,135,At Risk,3,Champions
11156,28,31,252.26999999999998,3,2,1,6,321,Promising,2,Lost
11157,45,32,455.05,2,3,4,9,234,At Risk,1,At Risk
11158,11,39,549.41,5,5,5,15,555,Champions,3,Champions
11159,33,40,471.08,3,5,5,13,355,Loyal Customers,3,Champions
11160,37,60,645.8299999999999,3,5,5,13,355,Loyal Customers,3,Champions
11161,17,35,351.09,4,4,3,11,443,Loyal Customers,0,Loyal Customers
11162,50,40,290.36,2,5,2,9,252,Hibernating,1,At Risk
11163,15,35,394.44,5,4,4,13,544,Champions,0,Loyal Customers
11164,24,35,426.09,4,4,4,12,444,Champions,3,Champions
11165,55,32,284.66,2,3,2,7,232,Hibernating,1,At Risk
11166,51,32,301.24,2,3,2,7,232,Hibernating,1,At Risk
11167,32,39,278.52,3,5,2,10,352,Potential Loyalists,1,At Risk
11168,11,31,379.92,5,2,3,10,523,New Customers,0,Loyal Customers
11169,29,30,499.49,3,2,5,10,325,Potential Loyalists,1,At Risk
11170,35,40,620.67,3,5,5,13,355,Loyal Customers,3,Champions
11171,70,30,220.26,1,2,1,4,121,Lost,2,Lost
11172,50,33,437.59,2,3,4,9,234,At Risk,1,At Risk
11173,23,36,272.21,4,4,2,10,442,Potential Loyalists,1,At Risk
11174,21,32,315.41,4,3,2,9,432,Potential Loyalists,0,Loyal Customers
11175,82,31,252.51,1,2,1,4,121,Lost,1,At Risk
11176,59,38,412.48,1,4,4,9,144,Cannot Lose Them,3,Champions
11177,75,28,290.83,1,1,2,4,112,Lost,1,At Risk
11178,172,25,292.79,1,1,2,4,112,Lost,2,Lost
11179,27,35,268.12,4,4,2,10,442,Potential Loyalists,1,At Risk
11180,35,21,121.46,3,1,1,5,311,Promising,2,Lost
11181,17,25,168.68,4,1,1,6,411,New Customers,2,Lost
11182,9,27,297.78,5,1,2,8,512,New Customers,0,Loyal Customers
11183,53,31,275.86,2,2,2,6,222,Lost,1,At Risk
11184,35,34,323.25,3,3,3,9,333,Loyal Customers,1,At Risk
11185,33,30,183.09,3,2,1,6,321,Promising,2,Lost
11186,37,30,220.56,3,2,1,6,321,Promising,2,Lost
11187,19,39,359.41,4,5,3,12,453,Loyal Customers,3,Champions
11188,29,43,614.63,3,5,5,13,355,Loyal Customers,3,Champions
11189,9,36,338.69,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11190,13,44,381.86,5,5,3,13,553,Loyal Customers,3,Champions
11191,10,30,401.45,5,2,4,11,524,New Customers,0,Loyal Customers
11192,13,34,322.6,5,3,3,11,533,Loyal Customers,0,Loyal Customers
11193,16,41,698.43,5,5,5,15,555,Champions,3,Champions
11194,36,20,145.36,3,1,1,5,311,Promising,2,Lost
11195,15,38,421.8,5,4,4,13,544,Champions,0,Loyal Customers
11196,19,24,244.94,4,1,1,6,411,New Customers,2,Lost
11197,24,34,448.84,4,3,4,11,434,Loyal Customers,3,Champions
11198,38,34,345.08,3,3,3,9,333,Loyal Customers,1,At Risk
11199,29,30,362.18,3,2,3,8,323,Potential Loyalists,1,At Risk
11200,18,30,400.49,4,2,4,10,424,New Customers,0,Loyal Customers
11201,35,37,317.31,3,4,2,9,342,Potential Loyalists,1,At Risk
11202,93,48,753.8,1,5,5,11,155,Cannot Lose Them,3,Champions
11203,33,35,379.59,3,4,3,10,343,Loyal Customers,1,At Risk
11204,6,23,208.19,5,1,1,7,511,New Customers,2,Lost
11205,16,38,342.15999999999997,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11206,8,38,564.06,5,4,5,14,545,Champions,0,Loyal Customers
11207,53,36,243.20999999999998,2,4,1,7,241,Hibernating,1,At Risk
11208,27,37,419.36,4,4,4,12,444,Champions,3,Champions
11209,58,29,235.88,1,2,1,4,121,Lost,2,Lost
11210,35,43,559.77,3,5,5,13,355,Loyal Customers,3,Champions
11211,16,38,469.29,5,4,5,14,545,Champions,3,Champions
11212,94,39,480.18,1,5,5,11,155,Cannot Lose Them,3,Champions
11213,20,39,459.56,4,5,4,13,454,Champions,3,Champions
11214,33,29,395.11,3,2,4,9,324,Potential Loyalists,1,At Risk
11215,43,30,322.45,2,2,3,7,223,Hibernating,1,At Risk
11216,54,30,357.74,2,2,3,7,223,Hibernating,1,At Risk
11217,24,32,355.17,4,3,3,10,433,Loyal Customers,1,At Risk
11218,11,38,260.18,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
11219,45,18,140.60999999999999,2,1,1,4,211,Lost,2,Lost
11220,38,47,458.45,3,5,4,12,354,Loyal Customers,3,Champions
11221,177,24,216.79000000000002,1,1,1,3,111,Lost,2,Lost
11222,65,36,262.65,1,4,2,7,142,Hibernating,1,At Risk
11223,5,32,244.89,5,3,1,9,531,Hibernating,0,Loyal Customers
11224,42,31,292.16,2,2,2,6,222,Lost,1,At Risk
11225,38,29,276.67,3,2,2,7,322,Potential Loyalists,1,At Risk
11226,61,33,451.23,1,3,4,8,134,At Risk,1,At Risk
11227,4,31,670.04,5,2,5,12,525,New Customers,0,Loyal Customers
11228,54,19,231.06,2,1,1,4,211,Lost,2,Lost
11229,77,42,486.7,1,5,5,11,155,Cannot Lose Them,3,Champions
11230,24,29,276.47,4,2,2,8,422,New Customers,2,Lost
11231,29,40,504.15,3,5,5,13,355,Loyal Customers,3,Champions
11232,39,36,264.7,3,4,2,9,342,Potential Loyalists,1,At Risk
11233,36,32,471.69,3,3,5,11,335,Loyal Customers,1,At Risk
11234,12,39,444.15,5,5,4,14,554,Champions,0,Loyal Customers
11235,55,38,546.8100000000001,2,4,5,11,245,Cannot Lose Them,3,Champions
11236,30,34,247.41,3,3,1,7,331,Hibernating,1,At Risk
11237,80,22,179.75,1,1,1,3,111,Lost,2,Lost
11238,34,28,428.9,3,1,4,8,314,Promising,1,At Risk
11239,3,33,335.52,5,3,3,11,533,Loyal Customers,0,Loyal Customers
11240,15,39,383.15999999999997,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11241,27,26,242.92000000000002,4,1,1,6,411,New Customers,2,Lost
11242,41,34,432.78999999999996,2,3,4,9,234,At Risk,1,At Risk
11243,28,37,621.74,3,4,5,12,345,Loyal Customers,3,Champions
11244,14,28,379.35,5,1,3,9,513,New Customers,0,Loyal Customers
11245,16,26,177.07,5,1,1,7,511,New Customers,2,Lost
11246,28,32,336.05,3,3,3,9,333,Loyal Customers,1,At Risk
11247,3,35,388.59999999999997,5,4,4,13,544,Champions,0,Loyal Customers
11248,42,31,323.86,2,2,3,7,223,Hibernating,1,At Risk
11249,31,24,293.39,3,1,2,6,312,Promising,2,Lost
11250,38,27,479.72999999999996,3,1,5,9,315,Promising,1,At Risk
11251,30,35,389.34,3,4,4,11,344,Loyal Customers,1,At Risk
11252,29,35,271.09,3,4,2,9,342,Potential Loyalists,1,At Risk
11253,87,26,250.01,1,1,1,3,111,Lost,2,Lost
11254,21,36,291.74,4,4,2,10,442,Potential Loyalists,0,Loyal Customers
11255,75,34,553.84,1,3,5,9,135,At Risk,3,Champions
11256,27,35,302.13,4,4,2,10,442,Potential Loyalists,1,At Risk
11257,59,37,462.64,1,4,4,9,144,Cannot Lose Them,3,Champions
11258,21,37,414.4,4,4,4,12,444,Champions,3,Champions
11259,24,37,203.8,4,4,1,9,441,Hibernating,1,At Risk
11260,39,31,286.64,3,2,2,7,322,Potential Loyalists,1,At Risk
11261,33,39,828.47,3,5,5,13,355,Loyal Customers,3,Champions
11262,10,39,586.8,5,5,5,15,555,Champions,3,Champions
11263,65,36,271.5,1,4,2,7,142,Hibernating,1,At Risk
11264,19,32,546.62,4,3,5,12,435,Loyal Customers,3,Champions
11265,17,32,213.45,4,3,1,8,431,Hibernating,2,Lost
11266,14,42,461.19,5,5,4,14,554,Champions,3,Champions
11267,26,38,686.9,4,4,5,13,445,Champions,3,Champions
11268,10,28,222.51999999999998,5,1,1,7,511,New Customers,0,Loyal Customers
11269,12,41,356.96,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11270,77,30,227.3,1,2,1,4,121,Lost,2,Lost
11271,9,31,184.04,5,2,1,8,521,New Customers,0,Loyal Customers
11272,25,35,304.02,4,4,2,10,442,Potential Loyalists,1,At Risk
11273,15,26,317.63,5,1,2,8,512,New Customers,2,Lost
11274,43,40,260.48,2,5,2,9,252,Hibernating,1,At Risk
11275,41,34,357.61,2,3,3,8,233,At Risk,1,At Risk
11276,21,34,338.7,4,3,3,10,433,Loyal Customers,0,Loyal Customers
11277,9,29,572.8000000000001,5,2,5,12,525,New Customers,0,Loyal Customers
11278,8,37,313.03,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
11279,26,30,431.76,4,2,4,10,424,New Customers,1,At Risk
11280,5,40,591.36,5,5,5,15,555,Champions,0,Loyal Customers
11281,13,40,478.51,5,5,5,15,555,Champions,3,Champions
11282,28,32,315.47,3,3,2,8,332,Potential Loyalists,1,At Risk
11283,63,35,330.13,1,4,3,8,143,At Risk,1,At Risk
11284,16,32,300.27,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11285,68,39,411.59999999999997,1,5,4,10,154,Cannot Lose Them,3,Champions
11286,26,41,438.86,4,5,4,13,454,Champions,3,Champions
11287,26,36,440.27,4,4,4,12,444,Champions,3,Champions
11288,64,36,348.61,1,4,3,8,143,At Risk,1,At Risk
11289,39,35,676.84,3,4,5,12,345,Loyal Customers,3,Champions
11290,67,29,188.47,1,2,1,4,121,Lost,2,Lost
11291,103,35,378.40999999999997,1,4,3,8,143,At Risk,1,At Risk
11292,34,31,301.76,3,2,2,7,322,Potential Loyalists,1,At Risk
11293,35,32,324.03000000000003,3,3,3,9,333,Loyal Customers,1,At Risk
11294,32,33,539.95,3,3,5,11,335,Loyal Customers,3,Champions
11295,88,35,313.5,1,4,2,7,142,Hibernating,1,At Risk
11296,16,35,342.01,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11297,48,29,283.64,2,2,2,6,222,Lost,1,At Risk
11298,30,26,314.15,3,1,2,6,312,Promising,2,Lost
11299,68,30,232.75,1,2,1,4,121,Lost,2,Lost
11300,20,24,186.77,4,1,1,6,411,New Customers,2,Lost
11301,57,33,346.38,1,3,3,7,133,At Risk,1,At Risk
11302,106,25,279.71,1,1,2,4,112,Lost,2,Lost
11303,5,36,393.7,5,4,4,13,544,Champions,0,Loyal Customers
11304,22,45,284.88,4,5,2,11,452,Potential Loyalists,3,Champions
11305,9,30,240.8,5,2,1,8,521,New Customers,0,Loyal Customers
11306,35,33,511.82,3,3,5,11,335,Loyal Customers,3,Champions
11307,23,32,198.79,4,3,1,8,431,Hibernating,2,Lost
11308,26,25,425.13,4,1,4,9,414,New Customers,1,At Risk
11309,53,37,749.58,2,4,5,11,245,Cannot Lose Them,3,Champions
11310,63,37,472.84,1,4,5,10,145,Cannot Lose Them,3,Champions
11311,81,29,322.86,1,2,3,6,123,Hibernating,1,At Risk
11312,82,41,693.69,1,5,5,11,155,Cannot Lose Them,3,Champions
11313,59,32,423.63,1,3,4,8,134,At Risk,1,At Risk
11314,26,32,226.55,4,3,1,8,431,Hibernating,2,Lost
11315,24,25,338.64,4,1,3,8,413,New Customers,2,Lost
11316,10,27,270.42,5,1,2,8,512,New Customers,0,Loyal Customers
11317,26,36,247.93,4,4,1,9,441,Hibernating,1,At Risk
11318,15,36,342.59999999999997,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11319,46,31,255.81,2,2,1,5,221,Lost,1,At Risk
11320,65,24,190.78,1,1,1,3,111,Lost,2,Lost
11321,6,38,588.28,5,4,5,14,545,Champions,0,Loyal Customers
11322,9,37,260.61,5,4,2,11,542,Potential Loyalists,0,Loyal Customers
11323,37,34,309.5,3,3,2,8,332,Potential Loyalists,1,At Risk
11324,19,41,396.3,4,5,4,13,454,Champions,3,Champions
11325,44,33,411.7,2,3,4,9,234,At Risk,1,At Risk
11326,28,44,481.66,3,5,5,13,355,Loyal Customers,3,Champions
11327,35,25,238.43,3,1,1,5,311,Promising,2,Lost
11328,15,29,285.09,5,2,2,9,522,New Customers,0,Loyal Customers
11329,6,37,458.6,5,4,4,13,544,Champions,0,Loyal Customers
11330,44,38,432.0,2,4,4,10,244,Cannot Lose Them,3,Champions
11331,40,38,253.46,2,4,1,7,241,Hibernating,1,At Risk
11332,8,29,434.49,5,2,4,11,524,New Customers,0,Loyal Customers
11333,64,27,347.34,1,1,3,5,113,Hibernating,1,At Risk
11334,44,35,517.3100000000001,2,4,5,11,245,Cannot Lose Them,3,Champions
11335,43,25,462.82000000000005,2,1,4,7,214,Hibernating,1,At Risk
11336,37,29,406.65,3,2,4,9,324,Potential Loyalists,1,At Risk
11337,31,25,242.6,3,1,1,5,311,Promising,2,Lost
11338,64,31,367.6,1,2,3,6,123,Hibernating,1,At Risk
11339,17,30,231.03,4,2,1,7,421,New Customers,2,Lost
11340,42,33,498.28,2,3,5,10,235,At Risk,3,Champions
11341,59,31,237.65,1,2,1,4,121,Lost,1,At Risk
11342,28,30,415.28999999999996,3,2,4,9,324,Potential Loyalists,1,At Risk
11343,24,25,191.96,4,1,1,6,411,New Customers,2,Lost
11344,30,42,277.76,3,5,2,10,352,Potential Loyalists,3,Champions
11345,14,41,473.51,5,5,5,15,555,Champions,3,Champions
11346,53,28,204.73,2,1,1,4,211,Lost,2,Lost
11347,71,33,348.97,1,3,3,7,133,At Risk,1,At Risk
11348,26,31,253.17000000000002,4,2,1,7,421,New Customers,2,Lost
11349,31,41,616.13,3,5,5,13,355,Loyal Customers,3,Champions
11350,25,33,255.04,4,3,1,8,431,Hibernating,1,At Risk
11351,42,32,181.44,2,3,1,6,231,Hibernating,2,Lost
11352,82,41,297.22,1,5,2,8,152,Hibernating,1,At Risk
11353,25,37,384.55,4,4,4,12,444,Champions,3,Champions
11354,4,31,198.37,5,2,1,8,521,New Customers,0,Loyal Customers
11355,25,37,267.37,4,4,2,10,442,Potential Loyalists,1,At Risk
11356,11,45,523.92,5,5,5,15,555,Champions,3,Champions
11357,14,34,303.84,5,3,2,10,532,Potential Loyalists,0,Loyal Customers
11358,39,22,195.07999999999998,3,1,1,5,311,Promising,2,Lost
11359,42,26,275.2,2,1,2,5,212,Lost,2,Lost
11360,7,29,251.63,5,2,1,8,521,New Customers,0,Loyal Customers
11361,51,28,177.85,2,1,1,4,211,Lost,2,Lost
11362,18,37,425.62,4,4,4,12,444,Champions,3,Champions
11363,22,34,343.08,4,3,3,10,433,Loyal Customers,0,Loyal Customers
11364,59,33,528.78,1,3,5,9,135,At Risk,3,Champions
11365,6,35,339.41,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11366,39,33,468.65000000000003,3,3,5,11,335,Loyal Customers,1,At Risk
11367,8,34,384.39,5,3,4,12,534,Loyal Customers,0,Loyal Customers
11368,38,33,341.11,3,3,3,9,333,Loyal Customers,1,At Risk
11369,14,34,346.2,5,3,3,11,533,Loyal Customers,0,Loyal Customers
11370,31,35,502.74,3,4,5,12,345,Loyal Customers,3,Champions
11371,25,35,409.98,4,4,4,12,444,Champions,3,Champions
11372,41,37,461.27,2,4,4,10,244,Cannot Lose Them,3,Champions
11373,58,29,267.22999999999996,1,2,2,5,122,Lost,1,At Risk
11374,53,32,293.68,2,3,2,7,232,Hibernating,1,At Risk
11375,95,28,209.28,1,1,1,3,111,Lost,2,Lost
11376,26,30,305.36,4,2,2,8,422,New Customers,1,At Risk
11377,51,36,321.59,2,4,3,9,243,At Risk,1,At Risk
11378,4,31,365.06,5,2,3,10,523,New Customers,0,Loyal Customers
11379,36,28,398.55,3,1,4,8,314,Promising,1,At Risk
11380,36,39,387.06,3,5,4,12,354,Loyal Customers,3,Champions
11381,37,27,189.92,3,1,1,5,311,Promising,2,Lost
11382,26,35,485.28,4,4,5,13,445,Champions,3,Champions
11383,54,27,383.79,2,1,4,7,214,Hibernating,1,At Risk
11384,45,40,686.31,2,5,5,12,255,Cannot Lose Them,3,Champions
11385,23,38,321.5,4,4,3,11,443,Loyal Customers,3,Champions
11386,21,43,521.39,4,5,5,14,455,Champions,3,Champions
11387,40,37,527.03,2,4,5,11,245,Cannot Lose Them,3,Champions
11388,64,25,368.53000000000003,1,1,3,5,113,Hibernating,1,At Risk
11389,39,27,400.88,3,1,4,8,314,Promising,1,At Risk
11390,75,31,272.64,1,2,2,5,122,Lost,1,At Risk
11391,50,30,371.53000000000003,2,2,3,7,223,Hibernating,1,At Risk
11392,106,28,172.43,1,1,1,3,111,Lost,2,Lost
11393,4,44,348.54,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11394,23,30,389.52,4,2,4,10,424,New Customers,1,At Risk
11395,70,38,471.34,1,4,5,10,145,Cannot Lose Them,3,Champions
11396,58,31,419.24,1,2,4,7,124,Hibernating,1,At Risk
11397,41,48,680.61,2,5,5,12,255,Cannot Lose Them,3,Champions
11398,8,45,360.67,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11399,44,33,343.86,2,3,3,8,233,At Risk,1,At Risk
11400,64,25,296.51,1,1,2,4,112,Lost,2,Lost
11401,33,37,472.78,3,4,5,12,345,Loyal Customers,3,Champions
11402,58,32,319.07,1,3,2,6,132,Hibernating,1,At Risk
11403,30,38,471.24,3,4,5,12,345,Loyal Customers,3,Champions
11404,23,32,546.02,4,3,5,12,435,Loyal Customers,3,Champions
11405,39,31,352.95,3,2,3,8,323,Potential Loyalists,1,At Risk
11406,25,30,215.73,4,2,1,7,421,New Customers,2,Lost
11407,11,32,257.15999999999997,5,3,1,9,531,Hibernating,0,Loyal Customers
11408,14,38,568.49,5,4,5,14,545,Champions,3,Champions
11409,89,22,204.42,1,1,1,3,111,Lost,2,Lost
11410,10,37,405.38,5,4,4,13,544,Champions,0,Loyal Customers
11411,9,34,389.41,5,3,4,12,534,Loyal Customers,0,Loyal Customers
11412,34,34,403.36,3,3,4,10,334,Loyal Customers,1,At Risk
11413,42,33,253.39000000000001,2,3,1,6,231,Hibernating,1,At Risk
11414,23,22,262.77,4,1,2,7,412,New Customers,2,Lost
11415,28,29,307.74,3,2,2,7,322,Potential Loyalists,1,At Risk
11416,45,34,261.93,2,3,2,7,232,Hibernating,1,At Risk
11417,17,41,382.40999999999997,4,5,3,12,453,Loyal Customers,3,Champions
11418,35,28,388.59999999999997,3,1,4,8,314,Promising,1,At Risk
11419,12,39,308.2,5,5,2,12,552,Potential Loyalists,0,Loyal Customers
11420,51,29,494.79,2,2,5,9,225,Hibernating,1,At Risk
11421,35,31,432.26,3,2,4,9,324,Potential Loyalists,1,At Risk
11422,33,34,358.95,3,3,3,9,333,Loyal Customers,1,At Risk
11423,8,44,625.75,5,5,5,15,555,Champions,3,Champions
11424,4,43,356.46999999999997,5,5,3,13,553,Loyal Customers,0,Loyal Customers
11425,14,32,441.90999999999997,5,3,4,12,534,Loyal Customers,0,Loyal Customers
11426,111,28,174.95,1,1,1,3,111,Lost,2,Lost
11427,68,32,449.3,1,3,4,8,134,At Risk,1,At Risk
11428,22,29,251.17000000000002,4,2,1,7,421,New Customers,2,Lost
11429,47,27,292.15,2,1,2,5,212,Lost,2,Lost
11430,81,34,520.02,1,3,5,9,135,At Risk,1,At Risk
11431,12,35,382.85,5,4,3,12,543,Loyal Customers,0,Loyal Customers
11432,9,44,516.22,5,5,5,15,555,Champions,3,Champions
11433,76,27,183.01,1,1,1,3,111,Lost,2,Lost
11434,39,35,460.52,3,4,4,11,344,Loyal Customers,3,Champions
